,id,name,cost,position,home_team,away_team,kickoff_time,is_home
220,210,Aleksandar Mitrović,65,FWD,Fulham,Liverpool,2022-08-06T11:30:00Z,True
221,211,Harrison Reed,45,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
222,212,Harry Wilson,60,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
223,213,Marek Rodák,45,GKP,Fulham,Liverpool,2022-08-06T11:30:00Z,True
224,214,Ivan Neves Abreu Cavaleiro,50,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
225,215,Kenny Tete,45,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,True
226,216,Josh Onomah,45,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
227,217,Antonee Robinson,45,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,True
228,218,Rodrigo Muniz Carvalho,55,FWD,Fulham,Liverpool,2022-08-06T11:30:00Z,True
229,219,Jay Stansfield,45,FWD,Fulham,Liverpool,2022-08-06T11:30:00Z,True
230,220,João Palhinha Gonçalves,50,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
231,346,Andreas Hoelgebaum Pereira,45,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
232,521,Tyrese Francois,45,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,True
233,248,Kasper Schmeichel,50,GKP,Leicester,Brentford,2022-08-07T13:00:00Z,True
234,249,Jonny Evans,45,DEF,Leicester,Brentford,2022-08-07T13:00:00Z,True
235,250,Ryan Bertrand,40,DEF,Leicester,Brentford,2022-08-07T13:00:00Z,True
236,251,Marc Albrighton,50,MID,Leicester,Brentford,2022-08-07T13:00:00Z,True
237,252,Nampalys Mendy,45,MID,Leicester,Brentford,2022-08-07T13:00:00Z,True
238,253,Jannik Vestergaard,40,DEF,Leicester,Brentford,2022-08-07T13:00:00Z,True
239,254,Danny Ward,40,GKP,Leicester,Brentford,2022-08-07T13:00:00Z,True
240,255,Jamie Vardy,95,FWD,Leicester,Brentford,2022-08-07T13:00:00Z,True
241,256,Ricardo Barbosa Pereira,45,DEF,Leicester,Brentford,2022-08-07T13:00:00Z,True
242,257,Daniel Amartey,45,DEF,Leicester,Brentford,2022-08-07T13:00:00Z,True
243,258,Timothy Castagne,45,DEF,Leicester,Brentford,2022-08-07T13:00:00Z,True
244,259,Youri Tielemans,65,MID,Leicester,Brentford,2022-08-07T13:00:00Z,True
245,260,Ayoze Pérez,50,MID,Leicester,Brentford,2022-08-07T13:00:00Z,True
